"treat","text"
1,"I don't think illegal immigration should be punished by incarceration. The decision should be rather to deport him or perhaps fine him, but let him stay in the country and work toward legal status, depending on his circumstances. His previous prison sentence should not factor in to the decision about jailing him for this conviction."
0,"I don't think he should be sent to prison, because he had never committed a crime before and because he may have come to the US to better his life or for his own safety.  I think that he should be set on a path for legal citizenship.  "
0,"I believe that this person who illegally enters the United States should be prosecuted to the fullest extent of the law and if. If found guilty, this person should either be incarcerated or preferably extradited to the country of origin, if an extradition treaty exists. I believe that border enforcement should be maximized to ensure that these types of events rarely occur, if at all."
1,"I think that this man should serve some amount of prison time for his illegal entry into the U.S., at the end of which, his potential citizenship case should be re-evaluated.  The thing is, there are many people who want to come live in the U.S. who haven't committed crimes in their home countries and, as such, I don't feel the man should be prioritized just because he's already here."
0,"If he has no prior criminal record and has not hurt anybody in anyway, then I don't think he should be imprisoned. The harshest punishment he should endure is deportation."
1,"This person should not be sent to prison in the U.S. Instead he should be deported back to his country, and his home country should determine what happens to him. He should not continue to stay in the U.S. "
0,"Yes he should go to prison so that he can stop other people from doing the same thing. It will be better so that other foreigners know not to jeopardize the safety of the United states."
1,"The person has already been deported. There is no need to lock the person up once they have been returned to their own country."
0,"This person entered the US illegally. Therefore, this person is not allowed to stay in the US but will have to leave the country and go back to his country. Should this illegal immigrant no be sent to prison, there is a major risk this person becomes untracable, will not be going back to his country but remain illegally in the US (as a ghost, without government officials knowing about this person and his whereabouts)."
1,"I honestly think I need more context to make a fair decision.  Like how long ago was the violent crime because he may have changed or may have even been not guilty but pleaded guilty.  I would like to know his reasons for entering back into the United States.  It's just too hard to know based on this little information."
0,"I don't think that he should go to prison he should be detained and I feel that eventually he should be sent back to his country"
1,"They should be sent back to the country they are from. Even though he entered here illegally, it is the duty of the person's country to deal with that."
1,"Given that he is a repeat offender, my initial instinct is to say yes. This is primarily because one of his previous crimes involved a violent crime versus a lesser offense such as drug possession or similar. Frankly, though, I would much prefer deportation to a prison sentence that I then have to pay for."
0,"If we sent every illegal immigrant to jail, we would be overcrowded. He did nothing wrong."
0,"If he was not a criminal before, I don't think he belongs in jail. I think his situation should be looked at closely and he should have a chance to stay."
1,"history of violent offenses changes everything. no room for forgiveness once you prove you are a violent offender"
1,"This man is a repeat offender & obviously doesn't care about the laws of the country he is immigrating to."
0,"Because he does not have a criminal history. I do think he should be deported though if found to be here illegally."
1,"I dont think trying to enter the country should land you in prison. If he keeps trying to illegally enter the country then he should go to jail."
1,"The man was illegally in the United States and has a previous record of a violent crime in his homeland. He Will probably continue performing violent crimes."
1,"he is  a violent offender who was arrested twice. also for the illegal entry into our country. this man deserves jail"
1,"I believe he should serve prison time in the country he offended . He illegally entered and has violent crimes he needs to be taught not to keep coming here illegally."
0,"Well, this is a tough one. It is illegal so I would say yes to prison. But on the other hand we do not realize what many of these people go through in these other countries. They want to be in America so bad for there well being and the eventual well being of there families! So as a Christian it would be hard to put them in prison."
0,"He should not be imprisoned because he committed a nonviolent crime that didn't hurt anyone. Putting him in prison would hurt him, his family and friends, and the U.S. government (which would have to pay for the imprisonment), and help no one."
1,"If one breaks laws then they need to do the time depending on offense"
1,"THESE KIND OF MENS/WOMENS WERE SHOULD NOT ALLOWED TO ENTERING COUNTRY. TO AVOID UNOFFICIAL THINGS IN COUNTRY."
1,"He should be deported to his home country right away and handed over to the authorities/police there. This person is a danger to our society and we should also put him on a list of dangerous criminals and ban him from ever entering this country again!"
0,"This person has no other prior crimes and is not a risk to society.  The person should be deported but allowed to apply for citizenship."
1,"I think that this person should be deported rather than sent to jail. Being sent to jail keeps them in the country which is not what we want."
0,"I think it is wrong to put him in jail if he has no history"
1,"he should serve at least 25 years in a federal prison.the united states should build a prison and make mexico pay for it much the same that the president is doing with the wall.the country of mexico should be responsible for funding everything  that goes along with the prison and housing of illegal immigrants within.this should be the case with this subject as well."
0,"He entered the country illegally, you don't do that on accident."
0,"This person entered this country illegally and should face the consequences for breaking that law.  In this country we have laws to protect our citizens.  When people break laws there must be consequences."
1,"I would need to know more information about the violent crime.  If it was something legitimately violent, like a robbery with injury or an assault and battery or domestic violence, then I would probably want sent him to prison.  But, there are too many examples of trumped up charges against immigrants to be able to assume anything without knowing details."
0,"I don't think entering the country illegally is something that should be punished by prison time. If the person has never been in legal trouble before and is not a dangerous person that should be taken into account. The U.S. government should perhaps just make them exit the U.S. or give them a fine. Prison time is too severe."
0,"He is breaking the law and should know better as an adult. There are consequences for getting caught breaking laws."
0,"While he entered the United States illegally, he should not be sent to prison. Rather, U.S. officials should document him with a photo, information on his physical appearance to create a permanent record. Afterward, they should put him on the first available flight home."
1,"Well, he has already been given another chance as well as the benefit of the doubt prior to this current transgression.  We have already learned that if given the chance, he will come back here.  He has already shown that he has no regard for our laws and will break them.  Prison just might be the only thing that will stop him since his own government can't or won't hold him.  "
1,"Should be deported or left alone. Previous offenses should be irrelevant and nobody should be jailed for entering the country illegally."
0,"Ultimately, immigration laws hurt everyone, and it's too easy to imagine yourself as someone who wanted to immigrate and lacking a viable means to do so to think about punishing him too harshly.  Additionally, it's something that's supported by the dumbest voters in the country, and going against them seems like a pretty decent proxy for making sound moral decisions."
1,"I think this person should be deported back to his home country because he has no right to live here. Our prisons are not free to accommodate these type of persons and he should be deported back as soon as possible. Sending this person in person will create unnecessary burden on our government."
1,"I think that he should be sent to prison given his criminal record. I believe that the one offense (violent crime) is a serious one and that because of that he should be deported back."
0,"The man should be deported. If his only criminal offense is entering the country illegally, he should be deported back to his native country. "
1,"Prison is highly unlikely to stop him from re-offending.  Our recidivism rate is really high.  And no one should go to jail just for crossing a border."
0,"He may be a refugee or otherwise he escaped from another country because of a serious issue. So we should not punish him without investigation."
1,"He committed a terrible crime and has recorded prior offenses. He must not be permitted to commit more crimes."
1,"If this man has already been trialed and deported back to his own country for the crime, we should just send him back and have his own country put him in jail or fine him or whatever. There is no point in incarcerating him in the united states, we already have too many people in prison. Send him home."
0,"Unless he was a violent offender, there is no reason to put him in prison."
1,"I strongly feel that the person should be punished severely. The reason is he not only entered in to another country without any legal approval and also for having a criminal background in the past. Based on these two reasons, i believe he should be punished severely."
1,"He's a repeat offender and has broken another law.  He needs to be imprisoned for much longer."
0,"Should be detained and be looked into with regards to whether they should be allowed to stay - eg. he does not have a prior criminal record, so potentially. Jail feels like too much when he isn't a dangerous criminal and could be escaping a desperate situation."
1,"He broke the law by entering the US illegally instead of following the proper steps. He should be deported back to his country."
0,"His only crime was trying to come to this country.  He wasn't violent or aggressive at all.  Especially considering the lack of prior offenses, there's no reason for him to go to prison."
0,"If this person has been convicted of illegal entry into the country, he should be deported. He should not be jailed, because he is not a citizen and the rest of us should not be paying for his incarceration."
1,"His crime is nonviolent, even if he does have a history, so I don't believe he should be sent to prison. Deporting him doesn't work and he isn't suitable to be fast tracked for citizenship. It's hard to say what should be done in this situation."
0,"His entry into the US costed the US tax payer nothing. His crime and imprisonment would cost the US tax payer thousands of dollars in food, shelter, health care, etc... for this man. It is cheaper to instead remove the individual from the US at his own expense, if possible. "
1,"because the person mentality is not changed , So offender should be sent to prison"
0,"This would really fill up the prisons. Also I am not sure it is just punishment."
1,"Already he had done violence and prisoned.. after he release, may be he will be commited by any other mafia to do violence in USA."
1,"I don't think he should be sent to prison unless he committed a crime in the US. I do think that a violent felon that illegally enters the US should probably be deported though."
1,"This man is dangerous to society. Allowing his to walk free while he is set for deportation is a risk to us all."
0,"US government should warn the person and send him back to his country"
1,"This person obviously cannot follow the law in this country.  He is a repeat offender and needs to taken out of society to protect others."
1,"They say he committed a violent crime  but I don't think he should be put in jail unless he killed someone or mentally or physically hurt someone. I think we should give people a second change unless he or she committed a crime with malice or if it was intentional or planned.  We already put too many people in prison without just cause and without an effective prison rehab or release program.  I understand that some prisons are profit driven and that is wrong."
1,"He is a repeat offender and does not deserve or belong in this country. He should be sent back to his own country. If he wants to be in this country he should try to do it the legal way."
0,"This guy is obviously not a career criminal and probably just took a chance to better his life.  His going to prison won't do anyone any good."
1,"I think this person has shown that they don't have respect for the law are would most likely repeat as an offender. People who want to come to this country and start trouble should not be here. He should be deported and put on a banned list that prevents people like him from coming here."
1,"The person is a repeat offender . He is going to continue to commit crimes and should be punished."
0,"He shouldn't be imprisoned because he has no prior record and he didn't enter under bad intentions."
0,"If you put him in prison you are essentially making him a citizen of the United States for at least amount of time he is in prison.Deport him back to this country , that is what should be done with illegal aliens."
0,"If the person entered the U.S. without authorization and does not demonstrate risk to personal safety upon return to home country. Arrangements should be made to return the person to their home country, detention, unless a criminal should not be necessary."
0,"While he might have not followed the rules for entry into this country, he did not commit a violent crime. He is not charged with stealing anything or even creating a disturbance. In this country it is quite common for people who commit the acts that this person is not charged to NOT be sent to prison. So what is the logic for sending someone to prison just because he is in this country illegally? It seems crazy to me. Just deport the guy, there is no need to send him to prison."
0,"He should be deported  if they feel they heave to take some action.. If he has been here for some time and has been a law abiding citizen,then I say let him stay work work towards becoming a citizen."
0,"illegal person was danger in usa.. bcz may be he is terrorist"
0,"If he illegally entered the United States, I believe that he should not be allowed to stay here. Why should we imprison him with our tax dollars? I would rather deport him with that same money, if not less, and take him back to where he came from so his own country can deal with him."
0,"What he did was not wrong and locking him up only perpetuates violence. He isn't a dangerous person he was only caught in a dangerous system that cares little about anything but profit."
0,"If this was his only offense then I do not think you should be imprisoned. I don't think we have enough room in our prisons for everyone that illegally enters this country."
0,"I don't think he should spend any time in the US jail system.  That would mean our tax payers would be paying his room and board in jail.  He should be sent back to his own country and be given the opportunity to apply for legal re-entry into the US.  If he was brought here as a child, I think he should be allowed to stay in the US while he applies for citizenship (and only because he has not been previously committed of any crimes). "
1,"If we send him to prison he will be living for free on tax dollars that he did not contribute to. He should be continually deported."
0,"He should just be deported back to his country.There is no need sending him to jail, just send him back and show him the legal way to enter the country. "
0,"This person should not be sent to prison. Entering the United States without permission is not a big crime and the person is obviously not some major criminal. If they have otherwise lived lawfully here they should be allowed to continue to do so."
1,"The person has already had 2 prison sentences. He obviously isn't reforming or trying to get better. He's a lifelong criminal."
0,"This person was tried by court and found guilty of a crime. He should do some time."
0,"Prison does not seem to be appropriate here. This is not a rehabilitation situation, and imprisoning a foreign citizen seems like a waste of resources. He should be detained and deported."
0,"I do not believe that prison is the best place to send this man. It costs a lot of money to imprison people, and the taxpayers already have a heavy burden with the prison population. Since the reason people would want him imprisoned is because he is here illegally and is potentially costing taxpayers a lot of money, it makes no sense to then pay even more to imprison him. I think that he should be put on some kind of program where he would be sent back to his original country but given the opportunity to get legal status to return to the US."
0,"I believe he shouldn't be punished just for trying to gain entry into a country in which he would gain a better life in his opinion."
1,"U.S. government is very talent and very intelligent"
0,"He needs to face jail time to deter others from doing the same thing.  He needs to be taught  lesson and others must see that there are consequences for violting the laws of America.  If we do not imprison people like this, more will keep coming over."
1,"This person should be sent directly to some sort of prison until his immigration status can be sorted out with his home country. If his home country is going to continue to let him try to illegally enter the US and commit crimes then we are better off keeping him locked up in a US prison for the foreseeable future, even if it costs taxpayers money."
0,"I don't think he should go to prison as he didn't commit any sort of violent crime.  I think he should be deported to his home country."
1,"i am very happy today i do this survey"
1,""
1,"I think the fact the was already imprisoned twice is what made my decision.  He needed to go through the proper channels this time around and he failed to do so."
1,"Because they went to prison twice for a violent crime. They should go back because they have not learned anything."
0,"I think sending this person to prison is too harsh and will cost the US more money. I think he should just be sent back to where he came from."
0,"Illegally entering the country should result in getting sent back to your own country and probably a fine. They should also have notes on their passport about this and not be able to enter in the future without going through the proper channels. Prison is extremely excessive."
1,"Whether or not he should go to jail would depend on what his crime had been in the other country, what were the circumstances, how much time did he serve, and what kind of a life he's making for himself in the united states."
0,"The U.S. government should look to where this person came from, what country the person belongs to. Then, the government should look if the quality of that person's life would be very much worse in their country of origin and decide if they should deport or not. "
1,"I feel he should be sent back to his country of origin and possibly serve time there. I'm generally sympathetic to people who come here regardless of how they do it, but don't like violent offenders."
0,"I believe that this man should be imprisoned. I say this simply because he had been imprisoned because of something he has done before. There is a good possibility that he would keep on doing things that he shouldn't."
1,"I think he should be deported again back to his home country.  I am not sure what imprisoning him would serve, and it would be at the expense of American taxpayers."
1,"I think he should be sent to prison because he has previous offenses and one of them was a violent crime. He has already been deported back once for the crime, so I think the fact that he tried to come back again illegally means he is up to no good and hasn't learned from his past offenses."
0,"I think he should be temporarily held in prison until he can be deported. I don't think he should serve time in a U.S. prison and then be released. I don't think he should get to stay in the United States though or be released until he can be sent back to his home country."
1,"A whistleblower is a person who exposes any kind of information or activity that is deemed ... Hundreds of laws grant protection to whistleblowers, but stipulations can ... to take action with respect to unacceptable behavior, within an organization, if ... such as the Sarbanes-Oxley Act and the United States Federal Sentencing "
1,"He served prison sentences for his crimes already. At worst he should be deported."
0,"He needs to be sent to his home country"
0,"I do not think the punishment fits the crime committed. Someone who illegally enters this country could be the result of wanting a better life for himself and his family. He does not need to be imprisoned because I feel he is not a danger/menace to society."
1,"If there should be a harsher jail time punishment to deter this kind of behavior in the future. If there is not jail time (longer jail time for repeat offenders), then the system will be gamed. They will continually enter the country illegally and continue to commit crimes."
1,"The US taxpayer should bare the burden of this unlawful entry. He should be deported and our border should be secure and enforced to make sure he cannot gain re entry. Possibly some sort of border wall and an increased budget for armed enforcement of the border, including drone and UAV monitoring. "
1,"He illegally tried entering this country so he should at least serve a little time.  I think that they should send him back to his country so that they can handle it from there."
1,"This person did not learn from past crimes and punishments. I feel they will continue to break the law and potentially get more severe and violent. I suggest 10 years in prison."
0,"This man is simply trying to find a better life. If it was easier to enter the country legally, such a process that a person could follow, he probably would have used it. Since the only way now is to be sponsored by someone, the people who need it the most are the ones who can't get in to the country."
0,"send him back without punishment because in  the intension of  his survival in other country he entered"
0,"If you illegally enter the US you should be held in a cell and the deported back to your own country.  The US has ways to legally enter the country and everyone should be expected to follow the laws to gain entrance into the US."
1,"I'd like to know more about his previous crimes and details about time served as well as further information about any of his relatives that may already be in this country. Perhaps rather than serving time in a prison (and costing taxpayer money for that time in prison) he should be deported. Or perhaps if he has close relatives, he should serve time in prison but then be released."
1,"Maybe it will teach him not to try and enter the u.s. again. After his prison sentence he should be sent back to his country again and if he comes back again, longer prison sentence."
0,"I do not believe illegally immigrating should warrant a prison sentence. This man has no prior record and has never been in trouble with the law. The U.S. government should be lenient and give him a way to get his citizenship."
0,""
0,"The man has committed a crime by entering the United States of America without using a port of entry and following established procedures. This man should be deported to his country of origin. Imprisoning him places an undue burden on the United States of America and also rewards the offender for the commission of his crime. If the offender is a refugee or an applicant for asylum he can visit a port of entry and follow established procedures."
1,"I think he should be deported. If there were a way to make him wear a location monitor (like ankle bracelet) then he couldn't come back in the country as easily. But paying to confine him here seems like a mistake."
0,"Because compassion is needed in this world. I would rather deport a republican then a law abiding citizen. This person should be offered a path to citizenship and no punishment"
1,"He should not be sent to prison because it uses United States tax payer dollars.  He should be immediately deported to his country of origin and never allowed to legally enter the United States. Now that we have a new President I would like to think that border security would be stronger so criminals like this aren't able to illegally re-enter."
1,"I think he should be deported back to the country he came from. He's not a legal citizen and we shouldn't waste tax payers money on it. He had a chance and fucked it up, he shouldn't be allowed in this country, free or imprisoned."
1,"I don't think that it should be up to the US taxpayer, to pay for this guys incarceration. He should be sent back to his home country and they should put them in jail there or something."
0,"This person did nothing wrong aside from illegally entering the country. If anything, he deserves to be deported, but not imprisoned."
0,"I know he technically broke the law but we don't know the reasons why he did what he did. Maybe there were extenuating circumstances. I guess I would just need more information before I determine whether he should go to jail or not."
1,"He has shown a willingness to commit violent offenses. We should not have to put up with his criminal actions as he is not a citizen of our country."
0,"The US government should deport this individual since he was living in the US illegally. The man should not go to a US jail because that would further burden the US prison system."
0,"Other than illegally entering the country, he has done no crime to anyone or anything. The person doesn't seem to have entered the country for ill will or to cause malice."
1,"I think the U.S. should make him do time in the American prison system. He could have committed a crime against one of our citizens.  Immediately after that he should be deported and allowed to never come back."
0,"Illegal crossing of border should be a crime punished by jail time. Countries bordering US are not war zones that we can allow entry illegally on humanitarian grounds, we must make sure that our borders are not violated criminally by giving harsh punishments."
0,"He has no record of prior offense. Also it's not like it was a crime that isn't very common, the most punishment he should receive if any is being deported."
1,"I feel this person should be incarcerated for the crime he has committed.  This prison sentence should serve as punishment for entering the U.S. illegally, and as a deterrent for others seeking to do the same.  After his prison sentence, I feel the person should then be deported back to his own country."
1,"The U.S. government should not send this person to prison.  Instead, the person should be deported."
1,"He has already committed crimes and re-entered this country illegally.  He needs to be in prison."
0,"I don't believe entering a country illegally is an offense worthy of prison time personally. Depending on the circumstances in his own country, he should be deported back there and given a warning that any further attempts to illegally enter America may result in jail time."
0,"I do not think he should be sent to prison at increased taxpayer expense.  I do think he should be deported to his home country until the proper immigration procedures are followed."
0,"He had never got into trouble before.It is not that severe of an offense to just enter the country without permission"
1,"firstly he entered illegally. second he a proven criminal."
1,"I think he should be deported. He commited a violent crime here in the U.S. so he should not be back here."
1,"Someone with a criminal record should just be deported. Our jails are overcrowded already , this guy should not be a burden on tax payers."
1,"If he did something illegal... even if it's entering the country, there are consequences for that. "
0,"The US should give the person an ID, and provide them a certain amount of time to find a job.  If they commit no crime, and keep a job, they should be allowed to stay. "
0,"If the person is not wanted by an organization like INTERPOL, he should not be imprisoned. Instead he should go through a process to make him a citizen."
1,"The U.S. Government should put him in prison. If they deport him, he will just come back and possibly commit another violent crime, so putting him in prison at least keeps him off of our streets."
0,"I don't feel that trying to come into a country to better himself makes him a criminal at all. I am going on the assumption that he is not a criminal and is not coming here to do bad things. The U.S. is made up of immigrants and the whole melting pot thing is pretty important for our culture as far as I am concerned. Throwing someone in prison for simply crossing our border is ridiculous."
1,"Not sure/dont know if should be sent to prison since the person is illegal immigrant. I say he be sent back to the country have their own justice system deal with him."
1,"He is a proven criminal with two previous crimes committed in which he served time. Only deporting him is not enough. He has returned to the US even after deportation."
1,"CRIME IS CRIME. SO THOSE WHO DO CRIME HAS TO BE SENT TO PRISON."
0,"I think the U.S. government should deport him instead of imprisoning him. He should be sent back to his country of origin."
0,"He should be detained. That's not the same as being sent to prison in case you Princeton cucks are stupid and you probably are and he should be immediately deported. Exit the premises immediately."
0,"He just entered illegally. Not a major crime. He does not need to serve time. There are worst people out there"
0,"The only crime committed was entering the country illegally. I don't think taxpayer money should be wasted on sending him to prison. Deport him or give him a path to citizenship dependent upon employment and no criminal record."
0,"I dont think he should be sent to prison. I dont think taxpayer dollars should be wasted on that. He needs to be deported immediately."
1,"This person has broken the law twice in the US previously and deportation was not a significant enough consequence. The law needs to be applied in this case to protect its uniform enforcement."
0,"Illegal immigration is a crime and their should be some form of punishment. The severity of the crime should be taken into account before certain punishments are handed out."
1,"He entered the country illegally.  If the consequence for this action is jail time, then he should serve.  His prior convictions may impact his ability to not receive bail, but should not impact the time served."
0,"Only entering the country illegally should not be a crime. If he hasn't done anything illegal and not hurt anyone he should not be put in prison. If he has found a place to live and employment (which is pretty damn hard for illegal immigrants) he should be given a path to legal status. If he his homeless or otherwise in need of help he should be returned to his country, unless life in his country is worse than here in which case he should be granted refugee status."
1,"The man is a repeat offender and it doesn't seem that he's learning his lesson."
0,"My problem with this man going to prison is that we already have too many people in prisons.  
Does he have the same rights as an American citizen, ie;  being innocent until proven guilty, a fair trial, etc.?  
I think he needs to go back to his country and try entering legally."
0,"Best to deport him along with a likely bunch of others. Prisons are already overpopulated and put too much strain on the tax payer. Best to save that tax payer money for other uses. Plus he has a good record."
0,"he doesn't have a criminal history. he could be sent out of the country instead of doing time."
0,"because he was not a criminal he tried to enter in US for his livelihood and to earn some thing for his family his intentions was  to harm anybody there or commit any criminal activity"
0,"He should be sent back to his country.  He doesn't deserve to be in prison for trying to have a better life."
1,"I think they should send him to prison because he shouldn't think that he can come here illegally and nothing will happen to him."
0,"I think that the US government shouldn't send the man to prison or punish him. They should have him report to INS every month and have him try and go through legal channels to gain citizenship as well as make sure he is paying into the tax system and can thrive in the US."
1,"This person should be sent to prison because they have served previous prison sentences, one for a violent crime. This person is clearly a danger to the public and they should not be allowed to intermingle with society and harm anyone else. "
1,"The fact that he had been in prison two times before with terms longer than a year is concerning. Then, illegally entering is concerning as well. This man doesn't seem like a good standing member of society."
0,"That person is only trying to live the american dream. He shouldn't have his life destroyed for not being born in the US. The US should make immigration easier to prevent illegal immigration."
0,"Although he entered this country illegally he should not be locked up. He had no priors which indicates he is probably not a threat. Only a person looking for greater opportunity.  He should just be sent back to home country."
0,"I don't believe that this person should be sent to prison for this crime because prison should be reserved for people with more serious crimes.  If anything make the person go back to where he came from or get the option to be legal."
0,"The crime was not violent.  I think he should be held in detention until he could be deported, but no prison time."
0,"Illegal immigration is against law and he should be punished. However he should be given chances to prove if he is not guilty"
1,"This person should be imprisoned for entering the country illegally after already being deported. He should pay for his crime."
0,"Instead of being sent to prison the man should be deported without charge, or be given a mandatory path to citizenship."
0,"The man did not commit a horrible crime. He just wanted to be in the US. The government should just send him back to his country if anything. If he is not trying to commit terrorism, then give him a chance to enter the US the right way."
0,"Without having more explanation as to why he entered, it would be hard to say he should serve time. Was he fleeing something from the country he was coming from? It all depends on more information needed."
1,"He clearly has a history of violence, so we should not let him walk free if he is going to commit crimes. He should be deported so we don't waste money on him in the prison system."
1,"He did not do anything to harm anybody. It would be ridiculous to sentence him to jail time."
1,"He's committed violent crimes here, and been deported, and come back. He should be deported again as soon as possible, and since he's proven to create a risk of harm to U.S. citizens, he should be kept in prison (or a similar facility for illegal immigrant criminals) until the deportation procedure is complete to prevent him from committing any more violent acts."
1,"I would need to know more information about the prison sentence and why he served them. Many countries have harsh and unfair penal systems, and he may have been falsely convicted. I wouldn't want him to go back to a country to face more human rights violations. I would need more information to assess the situation."
0,"He should be deported, not sent to prison. If he illegally enters again he can be imprisoned then deported again."
0,"Whether or not he serves prison time should depend on the individual circumstances. Is he fleeing for his life or does he mean to cause harm? There would have to be an investigation to determine if he deserves a prison sentence."
0,"I don't think he should be imprisoned as that would only serve to make him a burden on taxpayers and it doesn't really fit the crime. I would say that he should be fined and then deported back to his country of origin."
0,"He broke the law and entered the country illegally. I break the law and I go to jail for much less fake crimes like """"open container"""" so he should have to pay. "
0,"No reason for it. Immigration is absurdly difficult into the US. Most americans are oblivious to the facts."
0,"A person guilty of no crime other than seeking the American dream should not be arrested or denied his inalienable God given right to pursue happiness in the land of the free. His case for being here should be reviewed and he should be given temporary asylum. If he is here for economic opportunity, he should be granted refugee status for someone seeking freedom from economic oppression."
1,"This man should be deported back to his home country, but since that has already happened once and he managed to get back in then he should be sent to prison. Once his out though he should be deported yet again. He shouldn't be sentenced to prison with the idea that once he """"serves his time"""" he is free and clear to stay.......he should still have to go back. Committing crimes here and continuing to enter the US illegally is not ok."
1,"This man should be deported and steps taken to ensure that he never is allowed in this country again.  However, given the weak and insufficient boarder enforcement, he must be sent to prison and kept there until proper boarder enforcement procedures are in place."
0,"I do believe he should be detained but I don't believe that he should be incarcerated like a common criminal. He should be able to explain why he came here illegally and any claims he made about his reasons should be investigate along with his background. If he is found to be a criminal in his country of origin then he should be sent back immediately and handed over to his country's authorities."
0,"The country this person comes from may have very lax laws or enforcement. Simply say he has never been imprisoned doesn't tell me anything about his prior life, culture, or behavior. Entering the U.S. illegally is grounds for dismissal -- he should be sent back immediately, not imprisoned here at the expense of our own citizenry."
1,"Why ? Because he is a criminal, because he had problems with the law. Because he broke the law. I don`t think there is a person who thinks that guy should be free. "
1,"He has previously committed violent crimes and has again broken the law by illegally entering this country. He has been deported before and there is no reason to believe he won't try to enter illegally again."
1,"This person committed at leas three crimes. One of them being the illegal crossing of the border, and it is mentioned in the text that this person had been in prison before. Not someone you'd welcome in our country."
1,"This person does not need to be committing crimes in our country.  He can be imprisoned, so he knows we are serious, and then deported back to his country."
1,"I do think this person should be sent to prison for their crimes. However, I believe the US should have working relationships with other countries and immigration so that each country can take responsibility for their citizens. "
0,"They should deport him back to his country. It doesn't make sense to put him in prison where he would be a drain on societies resources especially since he did not do a harmful crime."
1,"He had already broken two laws, one of them being a violent crime. The first one is illegal entry, which after serving time, he did again. This makes him habitual with strong possibility of violence."
0,"The law is the law. Follow it and no legal repercussions will be needed."
1,"Not only is he here illegally, he has committed violent crimes, been deported, yet had the audacity to illegally return to the country.  Thus, he should be punished. However, since he is illegally in the US, he should not be imprisoned here indefinitely. Instead, he should be permanently sent back to his country with measures taken to ensure that he will not be able to illegally enter the country again. "
1,"He already paid his time for his violent crimes. I think he should simply be deported back to his country and that's it."
1,"Because for one thing entering the US illegally is against the law. This man should be deported and held in their countries jail."
1,"I think that the person should be deported instead of being sent to a US prison.  They have a violent crime in their past and they were deported at that time.  They clearly came back illegally, knowing full well that they lost their chance."
1,"1. commited crimes. You commit crimes you need to be punished for those crimes. The focus is not so much on the aspect of being from another country but if a crime was commited."
0,"He has not done anything serious that harmed anyone. I could see if they deported him but not imprison him."
1,"The option to send him back to his own country was not there and I would have chosen that one.  Looking at his background I would say that prison was appropriate as he did enter the country illegally and was a former criminal."
0,"It was not a violent crime and so shouldn't be a person taxpayers spend a large amount of money punishing. Being sent back and losing his time and any money investment he made on illegally entering should be punishment enough."
1,"The constant committing of crime should place this individual on a compulsory list of those who cant follow the law be sent back immediately."
1,"I think he should be in jail because he has been convicted of a violent crime and has shown that if he's deported he will come back. He is a danger to society because he would likely coming back into the country and committing a violent crime again, so the only way to stop that is to imprison him."
0,"Though it seems like a """"victimless"""" crime.  There are victims.  The people and the families that are waiting in line legally to come to this great country.  This person has robbed them of that opportunity by giving a bad reputation of people seeking to become citizens.  Plus, we have laws to keep the peace. "
0,"This person should be given an opportunity to show his worth to this country, rather than just being sent to prison. He has no prior record, so maybe he just wants to enter this country to work hard or study."
1,"I beleive prison is not right.  We need to send him back to his home country.  He did nothing wrong except come to America illegally, and that is a non violent crime.   Prior crimes already had time served."
1,"He had already committed  a serious crime in the past.He came back,illegally  after being deported.So that is equal to a probation violation. "
1,"He should be sent to prison for breaking the law.The government should put a mandatory 5 year ban before entering the United states."
1,"  I don't think he should be imprisoned because to me, entering illegally should not be punishable with prison.  If he had entered illegally with drugs to sell or for sex trafficking or something, then yes, but that would be a different crime.  I don't think he should be allowed to stay though, he should be deported with a fine."
1,"because he is a repeated offender .and must be tired before the law for any future prevention of crime"
0,"Don't know, yes he did enter illegally, but before that that man has never been imprisoned before. Just because you arrive onto a land illegally doesn't mean the punishment should be prison. Send him back or evaluate how useful he can be and serve a servitude period, like probation."
0,"In my personal opinion, The U.S government should not give first offenders prison time. In my belief, always give a person a chance to make things right. Send them back to their country (with no criminal record) and maybe, someone from the deportation department can give them the proper steps to achieving a visa, or work visa (of some sort) so, they can return over here. If it's reoccurring and they have no intention of achieving the proper documents, then go from there. So, the answer to your question, no I don't believe he needs to be, (imprisoned) the first time (with no prior criminal record."
