tweet_id,text,expert1,expert2,expert3
19291698_2020-07-15T17:01:49.000Z,"If the Democrats don’t retake the Senate with the Presidency, not a single Supreme Court vacancy will be filled with Mitch McConnell in charge. I’m telling you people.",-1,0,-1
2312176994_2018-06-04T19:19:15.000Z,"Religious convictions matter but if Masterpiece Cakeshop won't bake me a cake becuz they disapprove of my lifestyle, I say keep your frickin' cake #SCOTUS",-1,-1,-1
27725436_2018-06-05T13:36:38.000Z,"Here is what I think regarding #scotus decision. If a business does not want to serve me for any reason, I will gladly take my business elsewhere, because they probably are a better business anyway. #customerservice, #competition How can you afford to refuse a legitimate sale.",-1,0,0
26531418_2020-07-09T14:34:46.000Z,The Supreme Court rules that the President isn't categorically immune from Congressional or grand jury process. Our independent institutions at work. 👏🏻,1,1,1
280823423_2020-07-10T12:15:53.000Z,Crazy Trump tried to get the Supreme Court to rule in his favor that he was above the law...nobody knows about that though bc y’all too busy doing Tik tok conspiracies with fake news and going back to Disney World grand opening and painting BLM on the roads,-1,-1,-1
488579472_2018-06-05T03:16:12.000Z,Way to go Supreme Court! Good decision making today! @MikeyWhitBits @jillwyman,1,1,1
279815253_2020-07-09T13:15:11.000Z,"In 45 mins, I hope that #SCOTUS upholds the notion that no American is above the law.",0,0,0
573930788_2018-06-04T16:53:30.000Z,Way to go SCOTUS!  You really celebrated PRIDE Month.,-1,-1,-1
230515578_2018-06-04T14:39:44.000Z,"Whoops, I was mistaken. The Supreme Court’s rulings today make it obvious we don’t live in a monarchy, we live in a theocratic monarchy. My apologies!",-1,-1,-1
12211422_2020-07-09T15:28:48.000Z,Wish SCOTUS had term limits.,-1,0,-1
5402662_2020-07-09T14:25:35.000Z,"#SCOTUS declares the president is not unique or special.

The rest of us have always known that.",0,0,-1
743526071681703936_2018-06-04T16:58:09.000Z,Literally any 1L can tell you what a narrow ruling means in the context of a Supreme Court Decision. Stop manipulating words @tedcruz,-1,-1,0
155598923_2018-06-04T17:09:57.000Z,"All people should have the rights they deserve, no matter their sexual orientation or gender identity. Period. Tell Congress to pass the Equality Act so that nobody is subjected to discrimination. #scotus #MasterpieceCakeshop",-1,0,-1
2893017337_2020-07-09T15:05:00.000Z,MCGIRT V. OKLAHOMA: A LARGE CHUNCK OF EASTERN OKLAHOMA IS RULED BY THE @Scotus AS AN AMERICAN INDIAN RESERVATION. #IndianCountry,0,0,0
235373000_2018-06-05T01:57:42.000Z,The Supreme Court’s ruling is an unfortunate start to LGBTQ #PrideMonth and a reminder that we have a lot of work ahead of us. Every person is free to be exactly who they are and to love who they love.,-1,-1,-1
3449849532_2018-06-04T18:12:34.000Z,"The #SCOTUS ruling in #masterpiececake is interesting. People should read it before commenting publically. I know 7-2 is not narrow numerically, but the explanations in the ruling is very close.",0,0,0
826655697496584192_2018-06-07T19:40:29.000Z,"Remember when the supreme Court said that you can deny service to gay people? The Supreme court is literally so shitty. They've fucked up so many times throughout history. Plessy v Ferguson, Fred Scott vs Sanford, and Korematsu vs United States.",-1,-1,-1
20449221_2020-07-09T15:04:42.000Z,Trump is losing his mind on Twitter about the SCOTUS ruling on his taxes. There’s nothing he fears more than being found out he doesn’t have as much money as he claims. He’s a fraud and a loser.,-1,-1,-1
839784595_2020-07-09T15:17:44.000Z,".@neal_katyal, the DOJ looks pretty silly after these SCOTUS tax decisions, eh?",-1,-1,-1
14229664_2020-07-09T22:01:58.000Z,Apparently the crazy bubble stops at SCOTUS. Who’d a thunk it. #25thAmendmentNow #TrumpMeltdown #SCOTUS,1,1,0
931473620_2020-07-14T13:30:33.000Z,"SCOTUS  lets Feds Kill “Last-minute stays” like that issued this morning “should be the extreme exception, not the norm.” Bucklew, 587 U. S., at ___ (slip op., at 30).",0,0,0
19300685_2020-07-17T03:36:34.000Z,"Here’s a comprehensive list of things the US federal government is doing well right now:

•A couple of SCOTUS rulings.",-1,-1,-1
945103519320768512_2020-07-19T14:20:55.000Z,If u TRULY want to save the CHILDREN especially the UNBORN CHILD then u must VOTE PRES.TRUMP back n OFFICE n 2020 because hopefully SCJ Ruth Bader Ginsburg will have passed away &amp; PRES.TRUMP can them put a new Supreme Court Justice n OFFICE A (GOD)FEARING and CONSERVATIVE JUSTICE,-1,0,-1
858123043150983169_2020-07-09T20:42:18.000Z,"46 years ago this month, the Supreme Court unanimously ruled against Richard Nixon's attempt to block subpoenas for records held by the President. 3 of the Justices on the Court were appointed by Nixon,but all ruled against him.  At 10, SCOTUS is expected to decide a similar Q...",0,0,0
139758483_2020-07-09T14:37:33.000Z,"7-2 on both scotus cases is heartening. Puts the cases back in a lower court for review. That’s the way it’s supposed to work. The executive branch isn’t immune from scrutiny. 
We have 1 decision to make. 
Vote 4 Blue on November 3rd. It’s one decision that we all can control.",1,1,1
44812635_2018-06-04T17:16:05.000Z,Sooooo......  #SCOTUS turtled?,-1,0,0
756962989_2020-07-09T08:33:50.000Z,Happy Stable Genious Day. I have a feeling about SCOTUS. I want my country back.,-1,-1,-1
17025692_2020-07-18T03:21:24.000Z,And dead Supreme Court Justices. RT @davidhogg111: It seems like the only dead Americans the GOP cares about at this point are dead slaveowners.,-1,-1,-1
64823073_2020-07-14T23:30:44.000Z,"I was today years old when i wrote my first piece of fan mail—sent to  RBG of SCOTUS, who was hospitalized today with an undisclosed infection.",1,0,0
120541962_2020-07-09T14:23:29.000Z,Smh I don’t like this safe ruling by the Supreme Court.,-1,-1,-1
36753604_2020-07-10T02:19:47.000Z,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏",1,1,1
1155836192807669760_2020-07-17T16:33:27.000Z,Blessing and prayers for supreme court judge Ruth Bader Ginsberg,1,1,1
162028638_2020-07-09T11:14:40.000Z,Today is the day. Supreme Court rules. #trump must release his taxes.  The truth always rises to the top.,1,1,1
275378900_2020-07-09T08:30:52.000Z,"At this point it isn't really about Trumps tax returns it's about whether #SCOTUS has any neutrality or integrity left at all,will conservative justices want to give Trump so much power that they won't be able to deny any Democrat ?",-1,0,0
101626880_2018-06-05T17:09:47.000Z,"Mr. President, you swore an oath to the constitution - a document which limits your power and puts you under the rule of law. You can not pardon yourself for any reason. #RuleOfLaw #pardon #500DaysOfCorruption #SCOTUS",-1,0,-1
246970180_2018-06-04T18:37:02.000Z,News Cap: Not everyone is welcome to the cross or to Jesus’s table. #SCOTUS votes in favor of Colorado ‘Christian’ baker 7-2. #CakeEquality,-1,-1,-1
2187438631_2020-07-09T11:38:06.000Z,"Predicting a punt by Roberts today. Push it down the road so as not to “influence the election.”
#SCOTUS",-1,0,-1
1084491638519549954_2020-07-12T15:23:36.000Z,"“Upon the principle of self-defense, of paramount necessity, a community has the right to protect itself against an epidemic of disease which threatens the safety of its members.”

#SCOTUS in 1905 during smallpox outbreak (still law). Stop calling La.’s mandate unconstitutional.",-1,0,-1
261469386_2018-06-04T16:42:33.000Z,The SCOTUS ruling in favor of the Colorado baker is a horrible decision,-1,-1,-1
316859038_2020-07-19T13:11:13.000Z,Soooo another SCOTUS pick before November or we just going to act like RBG at 87 with cancer has better capacity than another to make sound rulings?,-1,-1,0
910124566231621632_2020-07-09T15:29:04.000Z,"Trump crying  ( as usual) about scotus delaying and seculo, his attorney,  is happy that they dont have to show public taxes before election.",-1,-1,0
95954693_2020-07-09T16:00:28.000Z,"Today's 5-4 #SCOTUS decision upholding the United States’ treaty obligations to the Creek Nation of Oklahoma and treaty Tribes across the country is a landmark victory for Indian Country, affirming that treaties between the United States and Tribes are the law of the land.",1,1,1
397586307_2020-07-09T16:35:08.000Z,The Supreme Court is really throwing us for a loop lately,0,0,0
12762142_2018-06-04T15:56:58.000Z,"The Supreme Court strikes major blows to LGBT rights, and reproductive rights, while Trump declares he can pardon himself. We are one “terrorist” incident away from teetering over into Gilead territory.",-1,-1,-1
27082147_2020-07-09T18:16:15.000Z,"I don’t follow @realDonaldTrump bc I need my blood pressure to not rise, but watching him cry like a baby bc SCOTUS checked his power (it’s there for a reason) is kind of hilarious. Like he sounds like my 2 yr old sister who used to throw a tantrum when she couldn’t get ice cream",-1,-1,-1
848578244_2018-06-04T19:14:17.000Z,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.",-1,-1,-1
44229281_2018-06-04T17:45:43.000Z,"Me texting my friends in 2009: omg did you see what *Disney channel star* said/did/etc I luv him/her

Me texting my friends now: omg did you see that supreme court decision I still need to read the whole thing",1,0,0
4825469830_2020-07-10T01:25:36.000Z,Is Michael Cohen considered a political prisoner.  With the Supreme Court ruling against Trump on the case Cohen is convicted on he gets picked up and taken back to jail. A coincidence? What do you think it appears like to the rest of the world?,-1,-1,-1
35646496_2018-06-04T14:35:02.000Z,"So the baker won the Supreme Court case, but the SCOTUS didn't answer the broader question of will this apply for everyone else ... I am confusion.",-1,0,0
73766994_2018-06-05T10:29:24.000Z,"Whelp. I’m glad we, as a country, had such a productive discussion about what it means to describe a SCOTUS decision as “narrow.”
🙄
Hint: It has nothing to do with the actual vote.",0,-1,0
68666872_2020-07-10T01:40:15.000Z,The two Supreme Court rulings on Trumps taxes reaffirm that the President is not above the law. Look for these cases to go back to the lower court and get decided quickly. Trump will lose.,1,0,1
470476269_2020-07-09T14:43:20.000Z,The Supreme Court ruling is designed to create maximum headline and minimum effect. Almost like the justices were seeking a way to keep trump in office long enough for his attorney general to come up with an alternate strategy,-1,-1,-1
79033737_2018-06-05T01:47:54.000Z,regarding the #SCOTUS ruling on the colorado cake case.  Narrow refers to the scope of the ruling not the number of justices.  Any claims to the contrary are #fakenews.  The ruling is more complicated than people think,-1,0,0
24161771_2018-06-06T17:15:02.000Z,"The same justice (Kennedy) who legalized gay marriage, sided with the cake baker #justsayin #SCOTUS",0,0,-1
73409332_2020-07-09T14:19:23.000Z,"Adam Schitt @RepAdamSchiff and Nadler @RepJerryNadler Are probably having a circle jerk waiting for the Supreme Court decision. 
@realDonaldTrump @dbongino @seanhannity @PeteHegseth @greggutfeld",-1,-1,-1
935314503302107136_2020-07-17T16:25:29.000Z,"#BREAKING: Justice Ruth Bader Ginsburg confirms that the cancer she previously fought off, has returned. In the same announcement, she said that she plans to remain on the Supreme Court as she’s fully able.",0,0,0
843935711724097536_2020-07-09T15:07:01.000Z,"Mad respect to the founders for establishing the Supreme Court. Even in the midst of perhaps the most corrupt President in American History, the checks and balances persist.",1,1,1
42519739_2020-07-09T15:35:56.000Z,Wow! @realDonaldTrump is seriously melting down on twitter today. #SCOTUS is really getting under his skin. It is the 1/100th best thing ever.,1,1,1
422104815_2020-07-18T00:24:07.000Z,"Supreme Court Justice #RuthBaderGinsburg should be spending time healing and enjoying her family, but at the age of 87, there she is, putting her small, frail badass self on the line .... for us 😔that’s a hero🌻",1,1,1
879147821915615233_2020-07-09T15:27:21.000Z,Many are hailing the Supreme Court for not ruling the president is above the law...But they have successfully shielded his tax returns till after the election. A deft move to corruptly protect Trump without doing it blatantly #TrumpTaxReturns #Trumptaxes Justice Gorsuch,-1,-1,-1
3182042640_2020-07-09T17:59:20.000Z,"Has anyone considered the possibility that now Trump can use the Manhattan case as leverage for a resignation and a pardon before the election? 

(In his eyes a political settlement case) #TrumpTaxes #SCOTUS",-1,0,-1
11948262_2020-07-17T17:52:52.000Z,Hang in there #RBG. Remember that your vote will likely determine who nominates the next Supreme Court justice. Vote @JoeBiden,1,1,1
1517813090_2018-06-04T15:06:07.000Z,That bakery case made it all the way to the Supreme Court?,0,0,0
284320157_2018-06-04T14:38:10.000Z,"The Supreme Court ruled 7 to 2 in favor of the baker who refused service to gay individuals. Just in time for pride month. A big Fuck You In the Eye to the whole country, because refusing service is apparently not discrimination; it’s defending the “religious freedom” to bake. 🖕",-1,-1,-1
879973050_2018-06-04T15:08:13.000Z,"In today’s news the “president” declared himself above the law, US ambassador to Germany voices support for actual Nazis and the Supreme Court both ok’d discrimination and ruled a woman in detention doesn’t have agency over her body. And Twitter liberals are dragging Bill Clinton",-1,-1,-1
55740461_2020-07-09T05:54:33.000Z,Fuck the Supreme Court,-1,-1,-1
107314373_2020-07-09T14:40:53.000Z,Today we found out why tRump has been loading the Supreme Court with right wing leaning conservative justices. He has a lot to hide concerning his financial records. Facts speak louder than BULLSHIT. With the current Supreme Court  decision tRumps has the ability to hide his,-1,-1,-1
14976636_2018-06-04T17:41:31.000Z,So does this Supreme Court decision mean that gay businesses can refuse to service right wing nut jobs?,-1,-1,-1
105965228_2018-06-04T15:02:52.000Z,Thank you @BrianLehrer and @WNYC for covering todays SCOTUS decisions,1,1,0
1354274557_2018-06-04T19:37:29.000Z,It’s now time to give the Christian Right a big spoon full of fuck you return the favor...  #SCOTUS,-1,-1,-1
3310874352_2018-06-05T22:07:23.000Z,U.S. Supreme Court backs Christian baker who rebuffed gay couple. Open L.egal Mess &gt;AmerMarket Place What does&gt;Reality  OPEN TO PUBLIC APPLY TO. Southern State used the ground of Religion for Segregation Court Ruling right of 1over Majority in OPEN MARKETCherry Picking Rights,-1,0,-1
17109542_2020-07-10T12:34:38.000Z,"!mong the other thingsnthis.@POTUS doesn't understand is that @Justices on @SCOTUS owe their allegiance to the @USConstitution, not a mere person.",-1,-1,-1
247558842_2018-06-05T13:14:12.000Z,"I just saw someone compare the Supreme Court decision to abortion.

“If you don’t have to bake a cake for someone then let women choose abortion since it’s their body..”

Maybe the worst analogy I’ve ever seen on twitter..

@mass_shakiba",0,-1,-1
143920929_2020-07-14T14:57:39.000Z,We’re in the middle of a massive pandemic where all hell is breaking loose but the Supreme Court has time to approve an execution? Man this country is off the rails,-1,-1,-1
411797825_2018-06-06T18:03:56.000Z,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",0,-1,0
473016359_2020-07-09T19:24:46.000Z,"Someone is unraveling! Between the  SCOTUS ruling on his taxes, and the mural of Black Lives Matter being painted by Trump Tower in NYC, and his raging at Lindsey Graham, it's not a good day for him. Sad.",-1,-1,-1
14596185_2018-06-06T00:25:44.000Z,".@nflcommish Are you aware that your penalty for kneeling during the national anthem, however genuflective to @realdonaldtrump, is illegal, according to a previous #SCOTUS ruling? @nfl",-1,-1,-1
49747296_2018-06-04T14:54:17.000Z,"1). I am very disappointed by the court’s decision. While I realize the court was balancing religious liberty with the rights of gay people to be free from discrimination in the public sphere, the court got this one wrong. #coleg #scotus #lgbtq @colo_politics @VictoryInst",-1,-1,-1
473370521_2018-06-04T21:08:51.000Z,"The press is really dropping the ball on the #SCOTUS decision. This decision has nothing to do with a businesses right to descriminate against a legally protected class, only about if the baker got a fair hearing at the civil Rights commission. Please report correctly.",-1,-1,-1
243926330_2020-07-09T14:44:58.000Z,"Unlike Ivy League colleges, Electoral College is playing this fall. #SCOTUS decisions affirm important constitutional law principles but do not themselves provide voters new tax/financial information before November. I agree with those that say to Biden: no debates if no release.",-1,-1,-1
158784656_2020-07-09T01:57:17.000Z,Trump would have been given a heads up from someone in SCOTUS on if his taxes were going to get released tomorrow and he's not losing his shit tonight which makes me think the fix is in,-1,-1,-1
444806694_2020-07-09T18:55:15.000Z,Clarence Thomas replaced Thurgood Marshall on The Supreme Court. A true American tragedy.,-1,-1,-1
15559400_2020-07-09T13:25:03.000Z,I’m guessing lots of people are hitting refresh on the scotus opinions webpage this am.,0,0,0
891939020116303872_2020-07-13T21:25:57.000Z,"Look I’m not voting for Biden because I’m particularly excited by him. He’s wasn’t my 1st, 2nd or 3rd choice. I’m voting for him this November because, I’m thinking long game. The Supreme Court, other federal judgeships, housing, the environment, education, healthcare etc.",-1,0,0
16356488_2018-06-06T20:40:02.000Z,"If your religious belief says that private property is wrong, you've got a free shoplifting pass from #SCOTUS",-1,-1,-1
2480723510_2018-06-04T21:24:02.000Z,People are allowed to discriminate if they own a business. It might not be morally correct but it's a right hey have. #SCOTUS,0,0,-1
188533027_2020-07-09T15:13:33.000Z,"The Supreme Court today ruled that the president, at least donald trump is above the law. Now mr trump can act like a king/tyrant. trump has taken America back to the times before Republic was built fighting a despot/king. 
I truly wonder if same ruling would go in Obama's favor?",-1,-1,-1
1084638889_2018-06-04T14:37:48.000Z,#SCOTUS Supremes come down on side of bigotry.,-1,-1,-1
21802242_2018-06-04T12:56:49.000Z,"Happy Monday! Lots happening today. @TexasBaseball keeps playing postseason games, #SCOTUS has new rulings coming down, and @steve_vladeck is on @CNNnewsroom at 8am CT talking about #POTUS &amp; the law!",0,0,0
12773112_2018-06-04T16:17:58.000Z,"🤔 is divorce against someone's deeply held religious beliefs? 
How about those who disrespect their parents? That made the Top 10.  As a Christian, I believe this is discrimination. Don't be in business bc the Bible says ""we all sin and fall short"" #SCOTUS
#nocakeforyou",-1,-1,-1
961305445_2020-07-09T14:19:50.000Z,"From SCOTUS ruling: The court holds “the President is neither absolutely immune from state criminal subpoenas seeking his private papers nor entitled to a heightened standard of need”, per Bill Mears and @ShannonBream. #Trump #Trumptaxes #ManhattanDA #CyVance #Mazars",0,0,0
593055173_2018-06-04T15:11:29.000Z,"In case you missed it, The Supreme Court is now allowing discrimination.",-1,-1,-1
22008787_2018-06-05T11:46:40.000Z,"Clinton back in the news raging he doesn’t owe Monica and apology.  Trump cancelling the Eagles visit to the WH.  SCOTUS ruling 7-2 for religious liberty.  No question there’s a culture war, and it’s not going the way liberals thought it would.",-1,0,-1
575693884_2020-07-09T14:27:52.000Z,BREAKING: U.S. Supreme Court rules the #Manhattan district attorney can subpoena #PresidentTrump’s tax returns.,0,0,0
926391302_2018-06-06T11:27:38.000Z,"I once asked my teacher, if the Supreme Court has no power to enforce what’s the consequence of a #president who’s ruled out of office?  @realDonaldTrump you’ll be the first and only president removed with #military force if the #SupremeCourt rules against your powers to obstruct",-1,-1,0
257245280_2018-06-04T15:35:12.000Z,"THEY MADE THE SUPREME COURT RULING BLATANTLY ALLOWING DISCRIMINATION OF GAY PEOPLE DURING FUCKING PRIDE MONTH. 

IF YOU DO NOT THINK THIS WAS ON PURPOSE WAKE UP",-1,-1,-1
1621391989_2020-07-09T16:51:56.000Z,The fact that two tr*mp appointed justices said he wasn’t above the law has me... realizing we still can’t put our trust in Brett and Neil no matter how badly we want to #SCOTUS,-1,-1,-1
275378900_2020-07-09T06:23:25.000Z,"Something conservatives in #SCOTUS must consider before ruling in Trumps favor is that any president after him including a/ Democrats would also be subject to the same ruling,if Congress can't subpoena Trump the GOP wouldn't be able to subpoena Biden either",0,0,-1
351242041_2020-07-09T15:14:10.000Z,"Even the Supreme Court is feeling Hamilton lately, it appears.",1,0,0
41570227_2020-07-10T17:27:21.000Z,"If 2 SCOTUS appointed by Trump from a list by the Federalist are xeep ataters, then the GOP shpuld just call it a day and get relegated to a student council in some snall town.",-1,-1,-1
19173102_2020-07-09T01:35:49.000Z,"Like, what time is the Supreme Court making their #TrumpTaxReturns decision so I can set an alarm??? Ha",0,0,0
25785311_2018-06-04T17:52:33.000Z,"I'm starting a new religion called ""Don't Be A Feckless Cunt"".... Trump supporters will get no rights #SCOTUS",-1,-1,-1
35350274_2020-07-18T06:51:37.000Z,"But if RBG can’t keep on, McConnell would never consider a president’s SCOTUS nominee so close to an election? Right?!! Right???!!  Right?!?!?!!!!!!!!",-1,-1,0
1164613860504014848_2020-07-09T16:16:02.000Z,Did the Supreme Court see his finances?,0,0,0
2777117474_2018-06-04T15:34:19.000Z,"WTF.  No media bias??  Why are so many MSM outlets reporting the SCOTUS bakery 7-2 (77%!) decision as a NARROW decision??  Don’t care what side you’re on, that’s way misrepresenting the ruling and NOT journalism.",-1,-1,-1
220492842_2020-07-09T14:26:00.000Z,Upon hearing that the Supreme Court's  decision to allow N.Y. grand jury subpoena potus tax shit made me smile as wide as the grand canyon. Bigly! Covfefe!!,1,1,1
1613222576_2020-07-16T00:00:45.000Z,It is now 8pm in Terre Haute. The execution of #WesleyIraPurkey remains on hold as #SCOTUS deliberates two appeals. There is also a line of sever storms about to arrive at the prison. @840WHAS,0,0,0
97050675_2018-06-04T17:01:29.000Z,"In case people haven't been paying attention, SCOTUS did not rule that the Constitution grants the right to discriminate based on religious beliefs (Gay Wedding Cake Trial). They ruled on something else entirely. People need to stop freaking out and read.",-1,-1,0
102803388_2020-07-11T04:17:56.000Z,Its time to drain the Supreme Court Swamp!,-1,-1,-1
595597075_2020-07-19T15:46:41.000Z,"It upheld slavery in Dred Scott v Sandford, 60 US 393; 15 L Ed 691 (1857). There the Supreme Court included fabricating, i.e., lying words, pursuant to organic reasons, hatred-of-the-North, and/or combination thereof. @splcenter. @PoliceForReform",-1,-1,-1
101113596_2018-06-04T15:58:13.000Z,"RE Supreme Court on the cake discrimination case - a terrible outcome in the short term, sure, but Kagan and Breyer and Kennedy are no fools, and their presence in the majority of this narrowly tailored decision should be noted #SupremeCourt",0,0,-1
267875881_2020-07-18T05:13:32.000Z,"Justice Ruth Bader Ginsburg is a true patriot. She’s willing to give her last drop of strength in order to guarantee we have a fair #SCOTUS. She knows the Republican senators are up to no good and she’s fighting for future generations! Good health, #RBG!",1,1,1
868321622490349568_2020-07-09T16:38:09.000Z,"When you naturalize, you have to take a test on the civics of the United States. One of the questions on it is what is the “rule of law”? 
The answer is NO ONE IS ABOVE THE LAW.
👏🏼👏🏼👏🏼 to the Supreme Court!",1,1,1
587970163_2018-06-05T03:42:14.000Z,"Shorter #MasterpieceCakeshop decision: ""If your state government wants to persecute Christians, you need to be professional and polite and don't insult the victims when you do it."" #tcot #SCOTUS",-1,-1,-1
31656600_2018-06-04T18:29:32.000Z,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,0,0,0
523509739_2018-06-05T02:34:25.000Z,"Two men/women could walk into Masterpiece Cakeshop tomorrow, ask for a wedding cake, and we'd be back at square one. As long as the commissioners keep their cool &amp; showed no animus toward Phillips, nothing SCOTUS said today prevents them from compelling baker to create the cake.",0,0,0
839784595_2020-07-09T15:10:56.000Z,Imagine a world where every single Supreme Court justice looked at things the way Clarence Thomas and Samuel Alito looked at things.  Democracy would not exist.,-1,-1,-1
444652453_2020-07-09T15:16:41.000Z,"The NYS Supreme Court should hold their calendar and get Trump before Nov. That will make America great again. #TrumpTaxReturns 
#TrumpIsANationalDisgrace 
#TrumpMeltdown",-1,-1,-1
395609926_2020-07-10T02:58:03.000Z,"Also fuck the state of Oklahoma for their efforts in the Supreme Court cases of McGirt v. Oklahoma and Sharp v. Murphy, to argue that the Indians don’t have full rights over the lands on which they live. Typical",-1,-1,-1
929481492836835328_2018-06-04T15:02:44.000Z,THANK YOU SCOTUS,1,1,1
1618503343_2020-07-09T14:27:25.000Z,Just getting ready for POTUS retweets to start filling up my twitter feed since I don’t follow and the Supreme Court decisions are out.,-1,0,0
773282830898044929_2020-07-09T20:35:55.000Z,"I didn't know we all won the lottery?!? Supreme Court rules that Trump has to turn over his tax documents to the Po-Po, at sdny, which means when he loses in November, he'll go directly to jail! Do not collect $200, you loser sack of 💩!",-1,-1,-1
783486579847245824_2018-06-04T14:51:17.000Z,"Why are all the usual suspects from #MSM using the same word ""narrowly"" to describe the 7-2 SCOTUS ruling? 😂🤦‍♂️😂

You people are fucking stupid!!!",-1,-1,-1
910124566231621632_2020-07-10T01:53:04.000Z,This scotus can kiss my ass..they just bought pos time so that we cant see his apparently damning taxes before election date. They r as enabling as the gop senate,-1,-1,-1
296435971_2020-07-09T14:32:05.000Z,Both SCOTUS decisions are good for Trump. He can now run out the clock on the tax issue and claim to be a victim of a Democrat hack prosecutor and a malicious House investigation.,-1,0,-1
30790075_2018-06-04T14:36:08.000Z,Wow @Scotus just sided w/baker who refused to make the same sex marriage cake.  I'm a real follower of Christ.  I would have happily made your cake.  Evangelicals are haters. #RealChristian #Love #God #Jesus #NoHate,-1,-1,-1
20924379_2018-06-04T14:47:35.000Z,"My very short summary of Cakeshop decision: The Colorado Commission acted biased toward the biased baker, denying him unprejudiced opportunity to justify his prejudice, so he wins. #SCOTUS",0,0,-1
859134194_2020-07-09T14:27:42.000Z,"No one is above the law.

#TrumpTaxReturns
#SCOTUS",0,1,1
48235389_2018-06-04T16:45:13.000Z,What the fuck is wrong with the Supreme Court its really full of asshole bigoted senior citizens who don’t give a shit about me or my rights.,-1,-1,-1
888470651232821248_2020-07-13T20:37:13.000Z,"Although congress’s power has been limited by a hamstrung senate, the true damage to our country has been done by Barr’s total corruption of the department of justice. Thank god for the Supreme Court.",-1,-1,-1
21775167_2020-07-19T19:01:03.000Z,"Trump just said the quiet bit out loud...if I read the runes right in the next 2 weeks tRump will overturn DACA and the ACA by following the road map laid out by SCOTUS in their decision the other day. Yikes
#daca #ACA #Biden2020",-1,-1,-1
127016972_2020-07-14T22:17:59.000Z,every time i get a fucking news alert that starts out with “US Supreme Court Justice Ruth Bader Ginsburg” my entire stomach drops to my toes,-1,-1,0
1078786288420077568_2020-07-09T08:43:51.000Z,"Supreme Court MUST IMMEDIATELY FIRE TRUMP ADMIN, ALL his STAFF,  Appointed subjugates + remove Mitch McConnell for beatdown of @GOP ... 
for clear and obvious abuse of Powers as ""BREACH OF THEIR OATH AND GOOD FAITH CONTRACT to protect and defend WE THE PEOPLE, Owners of USA"".",-1,-1,-1
632641127_2018-06-04T16:25:03.000Z,Question: Why would you want to support a business that hates your existence anyway? #SCOTUS,-1,-1,-1
237089251_2020-07-09T15:56:52.000Z,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁",-1,-1,-1
1078933148_2018-06-04T17:16:57.000Z,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance",-1,-1,-1
187374900_2020-07-09T14:45:47.000Z,People are out here dying over no knock warrants and we had to go all the way to the Supreme Court just to get some fucking tax returns.,-1,-1,-1
423890530_2020-07-09T14:16:29.000Z,“The Supreme Court ruling is a hoax” in 3....2....1....,-1,-1,-1
130852019_2020-07-09T14:19:37.000Z,SUPREME COURT HARASSMENT!,-1,-1,-1
32617425_2020-07-19T12:34:24.000Z,".@RepMaryIsaacson The U.S. Supreme Court has affirmed that #LGBTQ Americans are protected from employment discrimination! Now, it's time for our state lawmakers to finish the job and fully protect LGBTQ people from discrimination in every area of life. @freedom4allusa",1,1,1
1218279361_2018-06-04T22:38:56.000Z,Great Supreme Court decision to support the Baker. No one should be forced to do something against their beliefs! Go find a gay friendly baker!,1,1,1
824920081423540225_2020-07-09T22:24:58.000Z,"Even the Supreme Court is hedging their bets on Donald Trump's impending loss. 

They don't want to imply to the next president that it's okay to be a piece of shit loser.",-1,-1,-1
255486471_2020-07-09T14:41:41.000Z,Bad SCOTUS day for  “Barump” — the sycophantic AG and crooked as a dog’s hind leg illegitimate President on their assertion of the divine right of kings,-1,-1,-1
303512493_2020-07-09T14:12:44.000Z,7-2 PRESIDENT IS NOT IMMUNE FROM CRIMINAL PROCESS - TRUMP LOSES VANCE CASE #SCOTUS @WUSA9,0,0,0
959877857890783232_2020-07-09T14:27:43.000Z,"Well, it’s over. Nothing’s resolved before the election and Trump just won what he wanted: time. #SCOTUS",-1,-1,-1
49811809_2018-06-04T14:38:26.000Z,"Remember, the Supreme Court justices only serve for life.",-1,0,-1
253355926_2018-06-04T14:16:01.000Z,"SCOTUS, per Kennedy, reverses in Masterpiece Cake Shop- Colorado violated the First Amendment rights of the baker.",0,0,0
806651307025014784_2020-07-09T14:34:44.000Z,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",-1,-1,-1
