tweet1,tweet2,text1,text2
49,24,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!
74,932,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
165,532,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee","I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
356,860,the supreme court........sucks,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
561,228,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head"
932,517,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻","The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
532,879,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.",#SCOTUS reaffirms @realDonaldTrump is not above the law!
74,146,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....",Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.
74,228,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head"
228,872,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head","The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
517,259,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏","Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
303,24,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!
321,356,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,the supreme court........sucks
622,882,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance",Let’s go Supreme Court!!!! #smallwins
356,601,the supreme court........sucks,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
128,517,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
128,24,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!
634,297,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
634,24,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!
356,872,the supreme court........sucks,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
634,128,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.
621,212,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁",I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
532,283,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.","Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
356,532,the supreme court........sucks,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
561,899,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
153,622,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
146,297,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
839,283,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
601,517,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
74,517,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
49,879,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,#SCOTUS reaffirms @realDonaldTrump is not above the law!
49,872,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
303,601,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
74,634,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy."
839,872,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
634,872,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.","The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
879,860,#SCOTUS reaffirms @realDonaldTrump is not above the law!,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
622,879,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance",#SCOTUS reaffirms @realDonaldTrump is not above the law!
49,303,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT
49,283,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
561,601,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
321,228,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head"
153,259,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
601,532,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
356,882,the supreme court........sucks,Let’s go Supreme Court!!!! #smallwins
356,879,the supreme court........sucks,#SCOTUS reaffirms @realDonaldTrump is not above the law!
634,212,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
74,259,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
24,410,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
879,621,#SCOTUS reaffirms @realDonaldTrump is not above the law!,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
410,872,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
321,601,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
228,634,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head","Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy."
899,283,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
49,621,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
165,860,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee",The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
153,303,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT
74,283,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....","Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
561,212,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
561,622,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
297,860,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
839,899,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
622,283,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance","Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
532,212,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.",I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
621,860,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁",The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
146,259,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
128,872,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,"The Supreme Court ruled this week that business owners cannot be forced to celebrate events and express views that violate their conscience, while the President demands that NFL players stand for the anthem. #SCOTUS"
303,860,If the supreme Court sides with Trump on his taxes we know it's all @senatemajldr doing for STACKING the court with bought and paid for judges like KAVANAUGH. We will have to increase pressure on @GOP up for re-election on their votes and hold them ACCOUNTABLE vote them all OUT,The 2020 election in addition to the question of Trump vs. America is also a question of Amy Coney Barrett vs Ketanji Brown-Jackson for the next SCOTUS appointment.
321,283,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
49,165,Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
634,601,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",The supreme court ruling today is very limited to the case and even got Justice Kagan on board so both sides declaring it a disaster/victory aren't accurate
356,621,the supreme court........sucks,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
321,410,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
153,410,Justices #RBG &amp; #Sotomayor were the only two to vote correctly yesterday. #SCOTUS’s decision has made it even easier for people to deny or over charge women for the healthcare they need. Why is my body/health constantly under attack? #ACA,Trump can't pardon himself. in the Nixon case over the tapes Nixon argued for the right to self-pardoning./ SCOTUS said no. Nixon resigned 4 days later. Republicans have selective memory.
532,899,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.",Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
228,212,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head",I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
321,297,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
297,283,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
561,74,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination...."
879,259,#SCOTUS reaffirms @realDonaldTrump is not above the law!,"Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
899,297,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop,In a 7-2 decision in favor of Masterpiece Cakeshop #SCOTUS cautions state government against bullying business owners into the equality movement #TuesdayThoughts #ToleranceMatters
561,128,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.
228,49,"I now blame magas as much as gop sen and scotus. As long as they adore this false idol, no official wants to enrage the gop electorate. And I told u guys they feel homicidal toward.anyone who criticizes a hair on his fake orange head",Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.
321,146,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.
321,517,It’s wild that a religious baker got a supreme court decision in his favor bc the people fighting him hated religion more than he hated gays,"The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
622,259,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance","Congrats #MasterpieceCakeshop on the Supreme Court ruling. 

Decorating cakes 🎂 is an art. No one should be forced to make art they don’t agree with!

#SCOTUS #MondayMotivation"
882,212,Let’s go Supreme Court!!!! #smallwins,I generally agree with today’s Supreme Court 1st Amendment ruling but the right to do a thing does not mean it is right to do that thing. The baker engaged in exlusionary and hateful behavior which ought to be condemned even if his right to do so has been upheld.
839,882,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,Let’s go Supreme Court!!!! #smallwins
561,49,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?",Why is everyone saying the SCOTUS decision was narrow? It was 7-2 ruling in favor of discrimination.
128,899,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop
899,621,Way to reinforce the fact that if your straight and white you can do whatever you want #SCOTUS heaven forbid someone filled with hatred gets their feelings hurt. I bet he’s made cake for an LGBTQA+ wedding planner 😱 #MasterpieceCakeshop,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
839,932,U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.,"I gotta be honest, waking up on a Monday morning to hear about all of the many ways that the Supreme Court is fucking things up, makes me SO HAPPY that I got my #TubesTied in March! Our bodies and lives are OUR OWN! ✊🏻"
561,517,"“My favorite Supreme Court Justice is” 
I had to cut the kid off right there.
What 13 year old has a favorite Supreme Court Justice?","The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
24,622,Supreme Court rules against @POTUS and now we get to see tax returns!! Someone in the Oval Office is going to be an angry orange guy today!,"Tolerant libs triggeredyet again #SCOTUS ruling was 7-2! Two justices that usually side with the democrats, sided with the 👨‍🍳. #libintolerance"
74,128,"This is fascinating. Apparently POTUS can kill someone in the middle of Mardi Gras and there's not a damn thing anyone can do about it. BUT POTUS cannot ...
* Name a Supreme Court justice in his last year in office ...
• Protect trans federal employees from discrimination....",I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.
634,839,"Turn’s out, even Spanky’s SCOTUS agreed that he’s NOT above the law. BIG loss for Cheetoman. Show your taxes, big boy.",U.S. Supreme Court ruled 7 to 2 in favor of Colorado cake artist Jack Phillips in Masterpiece Cakeshop v. Colorado Civil Rights Commission. The ruling reversed the state’s decision to punish Phillips for living and working consistent with his religious beliefs about marriage.
146,356,Aides report Trump just took a galkandic in his pants when the Supreme Court ruling came down.,the supreme court........sucks
882,283,Let’s go Supreme Court!!!! #smallwins,"Drumpf's way of saying to the SCOTUS, you can't rule against presidential power of commuting my partner in crime sentence,  NOW WHAT,  JOHN ROBERTS"
128,165,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,"When you want to take away citizens right to peaceful protest for social &amp; civil justice issues but also want a baker to have the right to protest &amp; refuse service out of prejudice against citizens sexuality. 🤔 You may be a #hatemonger 

#SCOTUS #CivilRights #Bigotry  #TakeAKnee"
621,517,"republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁","The SUPREME COURT today PROVED that PRAYERS WORK. @CNN @MSNBC @washingtonpost @nytimes @WSJ @AARP 
🙏🙏🙏🙏🙏🙏🙏🙏🙏🙏"
128,532,I'm disappointed that it was not a 9 to 0 decision against Trump. The two Supreme Court justices who voted in the Trump's favor are ignoring the constitutional requirement that no one is above the law... not even the president.,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable."
532,621,"I’m having a hard time understanding the fact that the Supreme Court ruled on narrow grounds for the baker who refused to bake a wedding cake for a same-sex couple. It’s blatant discrimination, argument irrefutable.","republicans when scotus didn’t favor obama: hell yeah! their job isn’t to answer to the president.

republicans when scotus doesn’t favor trump: 👁👄👁"
